Países,Anos,Cod país,Expectativa de vida,Região,Grupo de renda
Romania,2015,ROU,74.91219512195123,Europe & Central Asia,High income
Rwanda,2015,RWA,67.45,Sub-Saharan Africa,Low income
Saudi Arabia,2015,SAU,74.651,Middle East & North Africa,High income
Sudan,2015,SDN,64.429,Sub-Saharan Africa,Low income
Senegal,2015,SEN,66.747,Sub-Saharan Africa,Lower middle income
Singapore,2015,SGP,82.7439024390244,East Asia & Pacific,High income
Solomon Islands,2015,SLB,72.173,East Asia & Pacific,Lower middle income
Sierra Leone,2015,SLE,52.941,Sub-Saharan Africa,Low income
El Salvador,2015,SLV,72.412,Latin America & Caribbean,Lower middle income
San Marino,2015,SMR,,Europe & Central Asia,High income
Somalia,2015,SOM,55.92,Sub-Saharan Africa,Low income
Serbia,2015,SRB,75.28780487804879,Europe & Central Asia,Upper middle income
South Sudan,2015,SSD,56.855,Sub-Saharan Africa,Low income
Sao Tome and Principe,2015,STP,69.377,Sub-Saharan Africa,Lower middle income
Suriname,2015,SUR,71.249,Latin America & Caribbean,Upper middle income
Slovenia,2015,SVN,80.77560975609757,Europe & Central Asia,High income
Sweden,2015,SWE,82.2048780487805,Europe & Central Asia,High income
Eswatini,2015,SWZ,55.359,Sub-Saharan Africa,Lower middle income
Seychelles,2015,SYC,74.29512195121953,Sub-Saharan Africa,High income
Chad,2015,TCD,53.137,Sub-Saharan Africa,Low income
Togo,2015,TGO,59.927,Sub-Saharan Africa,Low income
Thailand,2015,THA,76.091,East Asia & Pacific,Upper middle income
Tajikistan,2015,TJK,70.137,Europe & Central Asia,Lower middle income
Turkmenistan,2015,TKM,67.704,Europe & Central Asia,Upper middle income
Tonga,2015,TON,70.517,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2015,TTO,72.941,Latin America & Caribbean,High income
Tunisia,2015,TUN,75.922,Middle East & North Africa,Lower middle income
Tuvalu,2015,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2015,TZA,63.111,Sub-Saharan Africa,Lower middle income
Uganda,2015,UGA,61.373,Sub-Saharan Africa,Low income
Ukraine,2015,UKR,71.18951219512196,Europe & Central Asia,Lower middle income
Uruguay,2015,URY,77.369,Latin America & Caribbean,High income
United States,2015,USA,78.69024390243904,North America,High income
Uzbekistan,2015,UZB,70.928,Europe & Central Asia,Lower middle income
Vietnam,2015,VNM,75.11,East Asia & Pacific,Lower middle income
Vanuatu,2015,VUT,69.869,East Asia & Pacific,Lower middle income
Samoa,2015,WSM,72.73,East Asia & Pacific,Lower middle income
South Africa,2015,ZAF,62.649,Sub-Saharan Africa,Upper middle income
Zambia,2015,ZMB,61.737,Sub-Saharan Africa,Low income
Zimbabwe,2015,ZWE,59.534,Sub-Saharan Africa,Lower middle income
Afghanistan,2016,AFG,63.763,South Asia,Low income
Angola,2016,AGO,59.925,Sub-Saharan Africa,Lower middle income
Albania,2016,ALB,78.194,Europe & Central Asia,Upper middle income
Andorra,2016,AND,,Europe & Central Asia,High income
United Arab Emirates,2016,ARE,77.47,Middle East & North Africa,High income
Argentina,2016,ARG,76.221,Latin America & Caribbean,Upper middle income
Armenia,2016,ARM,74.64,Europe & Central Asia,Upper middle income
American Samoa,2016,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2016,ATG,76.617,Latin America & Caribbean,High income
Australia,2016,AUS,82.4487804878049,East Asia & Pacific,High income
Austria,2016,AUT,81.64146341463416,Europe & Central Asia,High income
Azerbaijan,2016,AZE,72.493,Europe & Central Asia,Upper middle income
Burundi,2016,BDI,60.528,Sub-Saharan Africa,Low income
Belgium,2016,BEL,81.4390243902439,Europe & Central Asia,High income
Benin,2016,BEN,60.885,Sub-Saharan Africa,Lower middle income
Burkina Faso,2016,BFA,60.354,Sub-Saharan Africa,Low income
Bangladesh,2016,BGD,71.785,South Asia,Lower middle income
Bulgaria,2016,BGR,74.81219512195123,Europe & Central Asia,Upper middle income
Bahrain,2016,BHR,76.899,Middle East & North Africa,High income
Bosnia and Herzegovina,2016,BIH,76.998,Europe & Central Asia,Upper middle income
Belarus,2016,BLR,73.8268292682927,Europe & Central Asia,Upper middle income
Belize,2016,BLZ,74.219,Latin America & Caribbean,Upper middle income
Bermuda,2016,BMU,81.22707317073171,North America,High income
Bolivia,2016,BOL,70.626,Latin America & Caribbean,Lower middle income
Brazil,2016,BRA,75.23,Latin America & Caribbean,Upper middle income
Barbados,2016,BRB,78.888,Latin America & Caribbean,High income
Bhutan,2016,BTN,70.781,South Asia,Lower middle income
Botswana,2016,BWA,68.178,Sub-Saharan Africa,Upper middle income
Central African Republic,2016,CAF,51.593,Sub-Saharan Africa,Low income
Canada,2016,CAN,81.9,North America,High income
Switzerland,2016,CHE,83.60243902439025,Europe & Central Asia,High income
Chile,2016,CHL,79.779,Latin America & Caribbean,High income
China,2016,CHN,76.21,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2016,CIV,56.567,Sub-Saharan Africa,Lower middle income
Cameroon,2016,CMR,58.063,Sub-Saharan Africa,Lower middle income
Colombia,2016,COL,76.732,Latin America & Caribbean,Upper middle income
Comoros,2016,COM,63.7,Sub-Saharan Africa,Lower middle income
Costa Rica,2016,CRI,79.738,Latin America & Caribbean,Upper middle income
Cuba,2016,CUB,78.607,Latin America & Caribbean,Upper middle income
Cyprus,2016,CYP,80.513,Europe & Central Asia,High income
Germany,2016,DEU,80.99024390243903,Europe & Central Asia,High income
Djibouti,2016,DJI,65.064,Middle East & North Africa,Lower middle income
Dominica,2016,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2016,DNK,80.85365853658537,Europe & Central Asia,High income
Dominican Republic,2016,DOM,73.471,Latin America & Caribbean,Upper middle income
Algeria,2016,DZA,76.298,Middle East & North Africa,Lower middle income
Ecuador,2016,ECU,76.365,Latin America & Caribbean,Upper middle income
Eritrea,2016,ERI,65.111,Sub-Saharan Africa,Low income
Spain,2016,ESP,83.32926829268293,Europe & Central Asia,High income
Estonia,2016,EST,77.64146341463416,Europe & Central Asia,High income
Ethiopia,2016,ETH,65.482,Sub-Saharan Africa,Low income
Finland,2016,FIN,81.42926829268293,Europe & Central Asia,High income
Fiji,2016,FJI,67.175,East Asia & Pacific,Upper middle income
France,2016,FRA,82.57317073170732,Europe & Central Asia,High income
Gabon,2016,GAB,65.418,Sub-Saharan Africa,Upper middle income
United Kingdom,2016,GBR,81.15609756097562,Europe & Central Asia,High income
Georgia,2016,GEO,73.207,Europe & Central Asia,Upper middle income
Ghana,2016,GHA,63.124,Sub-Saharan Africa,Lower middle income
Guinea,2016,GIN,60.17,Sub-Saharan Africa,Low income
Guinea-Bissau,2016,GNB,57.328,Sub-Saharan Africa,Low income
Equatorial Guinea,2016,GNQ,57.713,Sub-Saharan Africa,Upper middle income
Greece,2016,GRC,81.3878048780488,Europe & Central Asia,High income
Grenada,2016,GRD,72.408,Latin America & Caribbean,Upper middle income
Greenland,2016,GRL,71.82512195121951,Europe & Central Asia,High income
Guatemala,2016,GTM,73.541,Latin America & Caribbean,Upper middle income
Guam,2016,GUM,79.391,East Asia & Pacific,High income
Guyana,2016,GUY,69.454,Latin America & Caribbean,Upper middle income
Honduras,2016,HND,74.701,Latin America & Caribbean,Lower middle income
Croatia,2016,HRV,78.0219512195122,Europe & Central Asia,High income
Haiti,2016,HTI,62.896,Latin America & Caribbean,Lower middle income
Hungary,2016,HUN,76.06341463414635,Europe & Central Asia,High income
Indonesia,2016,IDN,71.035,East Asia & Pacific,Lower middle income
India,2016,IND,68.897,South Asia,Lower middle income
Ireland,2016,IRL,81.65365853658537,Europe & Central Asia,High income
Iraq,2016,IRQ,70.122,Middle East & North Africa,Upper middle income
Iceland,2016,ISL,82.2048780487805,Europe & Central Asia,High income
Israel,2016,ISR,82.40731707317074,Middle East & North Africa,High income
Italy,2016,ITA,83.24390243902438,Europe & Central Asia,High income
Jamaica,2016,JAM,74.175,Latin America & Caribbean,Upper middle income
Jordan,2016,JOR,74.184,Middle East & North Africa,Upper middle income
Japan,2016,JPN,83.9848780487805,East Asia & Pacific,High income
Kazakhstan,2016,KAZ,72.41,Europe & Central Asia,Upper middle income
Kenya,2016,KEN,65.393,Sub-Saharan Africa,Lower middle income
Cambodia,2016,KHM,68.977,East Asia & Pacific,Lower middle income
Kiribati,2016,KIR,67.577,East Asia & Pacific,Lower middle income
Kuwait,2016,KWT,75.224,Middle East & North Africa,High income
Lebanon,2016,LBN,78.8,Middle East & North Africa,Lower middle income
Liberia,2016,LBR,62.802,Sub-Saharan Africa,Low income
Libya,2016,LBY,72.311,Middle East & North Africa,Upper middle income
Sri Lanka,2016,LKA,76.482,South Asia,Lower middle income
Lesotho,2016,LSO,52.059,Sub-Saharan Africa,Lower middle income
Lithuania,2016,LTU,74.67073170731707,Europe & Central Asia,High income
Luxembourg,2016,LUX,82.68536585365854,Europe & Central Asia,High income
Latvia,2016,LVA,74.58048780487805,Europe & Central Asia,High income
Morocco,2016,MAR,75.974,Middle East & North Africa,Lower middle income
Monaco,2016,MCO,,Europe & Central Asia,High income
Moldova,2016,MDA,71.617,Europe & Central Asia,Upper middle income
Madagascar,2016,MDG,65.931,Sub-Saharan Africa,Low income
Maldives,2016,MDV,78.013,South Asia,Upper middle income
Mexico,2016,MEX,74.917,Latin America & Caribbean,Upper middle income
Marshall Islands,2016,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2016,MKD,75.4,Europe & Central Asia,Upper middle income
Mali,2016,MLI,57.987,Sub-Saharan Africa,Low income
Malta,2016,MLT,82.45365853658538,Middle East & North Africa,High income
Myanmar,2016,MMR,66.205,East Asia & Pacific,Lower middle income
Montenegro,2016,MNE,76.44146341463414,Europe & Central Asia,Upper middle income
Mongolia,2016,MNG,69.321,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2016,MNP,,East Asia & Pacific,High income
Mozambique,2016,MOZ,58.309,Sub-Saharan Africa,Low income
Mauritania,2016,MRT,64.208,Sub-Saharan Africa,Lower middle income
Mauritius,2016,MUS,74.3948780487805,Sub-Saharan Africa,Upper middle income
Malawi,2016,MWI,62.681,Sub-Saharan Africa,Low income
Malaysia,2016,MYS,75.649,East Asia & Pacific,Upper middle income
Namibia,2016,NAM,62.625,Sub-Saharan Africa,Upper middle income
Niger,2016,NER,61.137,Sub-Saharan Africa,Low income
Nigeria,2016,NGA,53.541,Sub-Saharan Africa,Lower middle income
Nicaragua,2016,NIC,73.86,Latin America & Caribbean,Lower middle income
Netherlands,2016,NLD,81.5609756097561,Europe & Central Asia,High income
Norway,2016,NOR,82.40731707317074,Europe & Central Asia,High income
Nepal,2016,NPL,69.848,South Asia,Lower middle income
Nauru,2016,NRU,,East Asia & Pacific,High income
New Zealand,2016,NZL,81.61243902439026,East Asia & Pacific,High income
Oman,2016,OMN,77.142,Middle East & North Africa,High income
Pakistan,2016,PAK,66.77,South Asia,Lower middle income
Panama,2016,PAN,77.964,Latin America & Caribbean,High income
Peru,2016,PER,76.044,Latin America & Caribbean,Upper middle income
Philippines,2016,PHL,70.802,East Asia & Pacific,Lower middle income
Palau,2016,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2016,PNG,63.744,East Asia & Pacific,Lower middle income
Poland,2016,POL,77.85121951219514,Europe & Central Asia,High income
Puerto Rico,2016,PRI,79.4949756097561,Latin America & Caribbean,High income
Portugal,2016,PRT,81.12439024390245,Europe & Central Asia,High income
Paraguay,2016,PRY,73.836,Latin America & Caribbean,Upper middle income
Qatar,2016,QAT,79.868,Middle East & North Africa,High income
Romania,2016,ROU,75.20975609756098,Europe & Central Asia,High income
Rwanda,2016,RWA,67.93,Sub-Saharan Africa,Low income
Saudi Arabia,2016,SAU,74.761,Middle East & North Africa,High income
Sudan,2016,SDN,64.663,Sub-Saharan Africa,Low income
Senegal,2016,SEN,67.078,Sub-Saharan Africa,Lower middle income
Singapore,2016,SGP,82.84634146341465,East Asia & Pacific,High income
Solomon Islands,2016,SLB,72.424,East Asia & Pacific,Lower middle income
Sierra Leone,2016,SLE,53.444,Sub-Saharan Africa,Low income
El Salvador,2016,SLV,72.644,Latin America & Caribbean,Lower middle income
San Marino,2016,SMR,,Europe & Central Asia,High income
Somalia,2016,SOM,56.324,Sub-Saharan Africa,Low income
Serbia,2016,SRB,75.68780487804878,Europe & Central Asia,Upper middle income
South Sudan,2016,SSD,57.12,Sub-Saharan Africa,Low income
Sao Tome and Principe,2016,STP,69.67,Sub-Saharan Africa,Lower middle income
Suriname,2016,SUR,71.358,Latin America & Caribbean,Upper middle income
Slovenia,2016,SVN,81.17560975609757,Europe & Central Asia,High income
Sweden,2016,SWE,82.30731707317074,Europe & Central Asia,High income
Eswatini,2016,SWZ,56.962,Sub-Saharan Africa,Lower middle income
Seychelles,2016,SYC,74.30975609756099,Sub-Saharan Africa,High income
Chad,2016,TCD,53.438,Sub-Saharan Africa,Low income
Togo,2016,TGO,60.22,Sub-Saharan Africa,Low income
Thailand,2016,THA,76.403,East Asia & Pacific,Upper middle income
Tajikistan,2016,TJK,70.397,Europe & Central Asia,Lower middle income
Turkmenistan,2016,TKM,67.835,Europe & Central Asia,Upper middle income
Tonga,2016,TON,70.607,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2016,TTO,73.1,Latin America & Caribbean,High income
Tunisia,2016,TUN,76.115,Middle East & North Africa,Lower middle income
Tuvalu,2016,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2016,TZA,63.844,Sub-Saharan Africa,Lower middle income
Uganda,2016,UGA,61.986,Sub-Saharan Africa,Low income
Ukraine,2016,UKR,71.47634146341464,Europe & Central Asia,Lower middle income
Uruguay,2016,URY,77.498,Latin America & Caribbean,High income
United States,2016,USA,78.53902439024391,North America,High income
Uzbekistan,2016,UZB,71.171,Europe & Central Asia,Lower middle income
Vietnam,2016,VNM,75.172,East Asia & Pacific,Lower middle income
Vanuatu,2016,VUT,70.021,East Asia & Pacific,Lower middle income
Samoa,2016,WSM,72.895,East Asia & Pacific,Lower middle income
South Africa,2016,ZAF,63.153,Sub-Saharan Africa,Upper middle income
Zambia,2016,ZMB,62.464,Sub-Saharan Africa,Low income
Zimbabwe,2016,ZWE,60.294,Sub-Saharan Africa,Lower middle income
Afghanistan,2017,AFG,64.13,South Asia,Low income
Angola,2017,AGO,60.379,Sub-Saharan Africa,Lower middle income
Albania,2017,ALB,78.333,Europe & Central Asia,Upper middle income
Andorra,2017,AND,,Europe & Central Asia,High income
United Arab Emirates,2017,ARE,77.647,Middle East & North Africa,High income
Argentina,2017,ARG,76.372,Latin America & Caribbean,Upper middle income
Armenia,2017,ARM,74.797,Europe & Central Asia,Upper middle income
American Samoa,2017,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2017,ATG,76.752,Latin America & Caribbean,High income
Australia,2017,AUS,82.5,East Asia & Pacific,High income
Austria,2017,AUT,81.6439024390244,Europe & Central Asia,High income
Azerbaijan,2017,AZE,72.693,Europe & Central Asia,Upper middle income
Burundi,2017,BDI,60.898,Sub-Saharan Africa,Low income
Belgium,2017,BEL,81.49268292682927,Europe & Central Asia,High income
Benin,2017,BEN,61.174,Sub-Saharan Africa,Lower middle income
Burkina Faso,2017,BFA,60.768,Sub-Saharan Africa,Low income
Bangladesh,2017,BGD,72.052,South Asia,Lower middle income
Bulgaria,2017,BGR,74.81463414634148,Europe & Central Asia,Upper middle income
Bahrain,2017,BHR,77.032,Middle East & North Africa,High income
Bosnia and Herzegovina,2017,BIH,77.128,Europe & Central Asia,Upper middle income
Belarus,2017,BLR,74.12926829268294,Europe & Central Asia,Upper middle income
Belize,2017,BLZ,74.365,Latin America & Caribbean,Upper middle income
Bermuda,2017,BMU,81.4419512195122,North America,High income
Bolivia,2017,BOL,70.945,Latin America & Caribbean,Lower middle income
Brazil,2017,BRA,75.456,Latin America & Caribbean,Upper middle income
Barbados,2017,BRB,78.981,Latin America & Caribbean,High income
Bhutan,2017,BTN,71.129,South Asia,Lower middle income
Botswana,2017,BWA,68.812,Sub-Saharan Africa,Upper middle income
Central African Republic,2017,CAF,52.24,Sub-Saharan Africa,Low income
Canada,2017,CAN,81.9,North America,High income
Switzerland,2017,CHE,83.55121951219512,Europe & Central Asia,High income
Chile,2017,CHL,79.909,Latin America & Caribbean,High income
China,2017,CHN,76.47,East Asia & Pacific,Upper middle income
Cote d'Ivoire,2017,CIV,57.017,Sub-Saharan Africa,Lower middle income
Cameroon,2017,CMR,58.511,Sub-Saharan Africa,Lower middle income
Colombia,2017,COL,76.925,Latin America & Caribbean,Upper middle income
Comoros,2017,COM,63.912,Sub-Saharan Africa,Lower middle income
Costa Rica,2017,CRI,79.914,Latin America & Caribbean,Upper middle income
Cuba,2017,CUB,78.662,Latin America & Caribbean,Upper middle income
Cyprus,2017,CYP,80.672,Europe & Central Asia,High income
Germany,2017,DEU,80.99268292682929,Europe & Central Asia,High income
Djibouti,2017,DJI,65.893,Middle East & North Africa,Lower middle income
Dominica,2017,DMA,,Latin America & Caribbean,Upper middle income
Denmark,2017,DNK,81.10243902439025,Europe & Central Asia,High income
Dominican Republic,2017,DOM,73.689,Latin America & Caribbean,Upper middle income
Algeria,2017,DZA,76.499,Middle East & North Africa,Lower middle income
Ecuador,2017,ECU,76.584,Latin America & Caribbean,Upper middle income
Eritrea,2017,ERI,65.538,Sub-Saharan Africa,Low income
Spain,2017,ESP,83.28292682926829,Europe & Central Asia,High income
Estonia,2017,EST,78.09268292682927,Europe & Central Asia,High income
Ethiopia,2017,ETH,65.872,Sub-Saharan Africa,Low income
Finland,2017,FIN,81.6317073170732,Europe & Central Asia,High income
Fiji,2017,FJI,67.252,East Asia & Pacific,Upper middle income
France,2017,FRA,82.57560975609756,Europe & Central Asia,High income
Gabon,2017,GAB,65.839,Sub-Saharan Africa,Upper middle income
United Kingdom,2017,GBR,81.2560975609756,Europe & Central Asia,High income
Georgia,2017,GEO,73.414,Europe & Central Asia,Upper middle income
Ghana,2017,GHA,63.463,Sub-Saharan Africa,Lower middle income
Guinea,2017,GIN,60.706,Sub-Saharan Africa,Low income
Guinea-Bissau,2017,GNB,57.673,Sub-Saharan Africa,Low income
Equatorial Guinea,2017,GNQ,58.061,Sub-Saharan Africa,Upper middle income
Greece,2017,GRC,81.28780487804877,Europe & Central Asia,High income
Grenada,2017,GRD,72.388,Latin America & Caribbean,Upper middle income
Greenland,2017,GRL,71.57975609756097,Europe & Central Asia,High income
Guatemala,2017,GTM,73.81,Latin America & Caribbean,Upper middle income
Guam,2017,GUM,79.631,East Asia & Pacific,High income
Guyana,2017,GUY,69.624,Latin America & Caribbean,Upper middle income
Honduras,2017,HND,74.898,Latin America & Caribbean,Lower middle income
Croatia,2017,HRV,77.8268292682927,Europe & Central Asia,High income
Haiti,2017,HTI,63.29,Latin America & Caribbean,Lower middle income
Hungary,2017,HUN,75.81707317073172,Europe & Central Asia,High income
Indonesia,2017,IDN,71.282,East Asia & Pacific,Lower middle income
India,2017,IND,69.165,South Asia,Lower middle income
Ireland,2017,IRL,82.15609756097562,Europe & Central Asia,High income
Iraq,2017,IRQ,70.294,Middle East & North Africa,Upper middle income
Iceland,2017,ISL,82.6609756097561,Europe & Central Asia,High income
Israel,2017,ISR,82.55121951219512,Middle East & North Africa,High income
Italy,2017,ITA,82.94634146341465,Europe & Central Asia,High income
Jamaica,2017,JAM,74.267,Latin America & Caribbean,Upper middle income
Jordan,2017,JOR,74.292,Middle East & North Africa,Upper middle income
Japan,2017,JPN,84.09975609756098,East Asia & Pacific,High income
Kazakhstan,2017,KAZ,72.95,Europe & Central Asia,Upper middle income
Kenya,2017,KEN,65.909,Sub-Saharan Africa,Lower middle income
Cambodia,2017,KHM,69.289,East Asia & Pacific,Lower middle income
Kiribati,2017,KIR,67.851,East Asia & Pacific,Lower middle income
Kuwait,2017,KWT,75.311,Middle East & North Africa,High income
Lebanon,2017,LBN,78.833,Middle East & North Africa,Lower middle income
Liberia,2017,LBR,63.295,Sub-Saharan Africa,Low income
Libya,2017,LBY,72.52,Middle East & North Africa,Upper middle income
Sri Lanka,2017,LKA,76.648,South Asia,Lower middle income
Lesotho,2017,LSO,52.947,Sub-Saharan Africa,Lower middle income
Lithuania,2017,LTU,75.48048780487807,Europe & Central Asia,High income
Luxembourg,2017,LUX,82.09512195121953,Europe & Central Asia,High income
Latvia,2017,LVA,74.62926829268294,Europe & Central Asia,High income
Morocco,2017,MAR,76.218,Middle East & North Africa,Lower middle income
Monaco,2017,MCO,,Europe & Central Asia,High income
Moldova,2017,MDA,71.717,Europe & Central Asia,Upper middle income
Madagascar,2017,MDG,66.311,Sub-Saharan Africa,Low income
Maldives,2017,MDV,78.325,South Asia,Upper middle income
Mexico,2017,MEX,74.947,Latin America & Caribbean,Upper middle income
Marshall Islands,2017,MHL,,East Asia & Pacific,Upper middle income
North Macedonia,2017,MKD,75.95365853658537,Europe & Central Asia,Upper middle income
Mali,2017,MLI,58.452,Sub-Saharan Africa,Low income
Malta,2017,MLT,82.34634146341465,Middle East & North Africa,High income
Myanmar,2017,MMR,66.558,East Asia & Pacific,Lower middle income
Montenegro,2017,MNE,76.48536585365855,Europe & Central Asia,Upper middle income
Mongolia,2017,MNG,69.509,East Asia & Pacific,Lower middle income
Northern Mariana Islands,2017,MNP,,East Asia & Pacific,High income
Mozambique,2017,MOZ,59.309,Sub-Saharan Africa,Low income
Mauritania,2017,MRT,64.464,Sub-Saharan Africa,Lower middle income
Mauritius,2017,MUS,74.51463414634146,Sub-Saharan Africa,Upper middle income
Malawi,2017,MWI,63.279,Sub-Saharan Africa,Low income
Malaysia,2017,MYS,75.828,East Asia & Pacific,Upper middle income
Namibia,2017,NAM,63.021,Sub-Saharan Africa,Upper middle income
Niger,2017,NER,61.599,Sub-Saharan Africa,Low income
Nigeria,2017,NGA,53.95,Sub-Saharan Africa,Lower middle income
Nicaragua,2017,NIC,74.068,Latin America & Caribbean,Lower middle income
Netherlands,2017,NLD,81.76097560975612,Europe & Central Asia,High income
Norway,2017,NOR,82.60975609756098,Europe & Central Asia,High income
Nepal,2017,NPL,70.169,South Asia,Lower middle income
Nauru,2017,NRU,,East Asia & Pacific,High income
New Zealand,2017,NZL,81.65853658536587,East Asia & Pacific,High income
Oman,2017,OMN,77.393,Middle East & North Africa,High income
Pakistan,2017,PAK,66.947,South Asia,Lower middle income
Panama,2017,PAN,78.149,Latin America & Caribbean,High income
Peru,2017,PER,76.286,Latin America & Caribbean,Upper middle income
Philippines,2017,PHL,70.952,East Asia & Pacific,Lower middle income
Palau,2017,PLW,,East Asia & Pacific,Upper middle income
Papua New Guinea,2017,PNG,64.01,East Asia & Pacific,Lower middle income
Poland,2017,POL,77.75365853658538,Europe & Central Asia,High income
Puerto Rico,2017,PRI,79.63453658536588,Latin America & Caribbean,High income
Portugal,2017,PRT,81.42439024390245,Europe & Central Asia,High income
Paraguay,2017,PRY,73.992,Latin America & Caribbean,Upper middle income
Qatar,2017,QAT,79.981,Middle East & North Africa,High income
Romania,2017,ROU,75.30975609756098,Europe & Central Asia,High income
Rwanda,2017,RWA,68.341,Sub-Saharan Africa,Low income
Saudi Arabia,2017,SAU,74.874,Middle East & North Africa,High income
Sudan,2017,SDN,64.881,Sub-Saharan Africa,Low income
Senegal,2017,SEN,67.38,Sub-Saharan Africa,Lower middle income
Singapore,2017,SGP,83.09512195121954,East Asia & Pacific,High income
Solomon Islands,2017,SLB,72.645,East Asia & Pacific,Lower middle income
Sierra Leone,2017,SLE,53.895,Sub-Saharan Africa,Low income
El Salvador,2017,SLV,72.872,Latin America & Caribbean,Lower middle income
San Marino,2017,SMR,,Europe & Central Asia,High income
Somalia,2017,SOM,56.709,Sub-Saharan Africa,Low income
Serbia,2017,SRB,75.53902439024391,Europe & Central Asia,Upper middle income
South Sudan,2017,SSD,57.365,Sub-Saharan Africa,Low income
Sao Tome and Principe,2017,STP,69.933,Sub-Saharan Africa,Lower middle income
Suriname,2017,SUR,71.463,Latin America & Caribbean,Upper middle income
Slovenia,2017,SVN,81.02926829268294,Europe & Central Asia,High income
Sweden,2017,SWE,82.40975609756099,Europe & Central Asia,High income
Eswatini,2017,SWZ,58.319,Sub-Saharan Africa,Lower middle income
Seychelles,2017,SYC,74.3,Sub-Saharan Africa,High income
Chad,2017,TCD,53.712,Sub-Saharan Africa,Low income
Togo,2017,TGO,60.489,Sub-Saharan Africa,Low income
Thailand,2017,THA,76.683,East Asia & Pacific,Upper middle income
Tajikistan,2017,TJK,70.647,Europe & Central Asia,Lower middle income
Turkmenistan,2017,TKM,67.956,Europe & Central Asia,Upper middle income
Tonga,2017,TON,70.701,East Asia & Pacific,Upper middle income
Trinidad and Tobago,2017,TTO,73.245,Latin America & Caribbean,High income
Tunisia,2017,TUN,76.31,Middle East & North Africa,Lower middle income
Tuvalu,2017,TUV,,East Asia & Pacific,Upper middle income
Tanzania,2017,TZA,64.479,Sub-Saharan Africa,Lower middle income
Uganda,2017,UGA,62.516,Sub-Saharan Africa,Low income
Ukraine,2017,UKR,71.78097560975611,Europe & Central Asia,Lower middle income
Uruguay,2017,URY,77.632,Latin America & Caribbean,High income
United States,2017,USA,78.53902439024391,North America,High income
Uzbekistan,2017,UZB,71.388,Europe & Central Asia,Lower middle income
Vietnam,2017,VNM,75.241,East Asia & Pacific,Lower middle income
Vanuatu,2017,VUT,70.172,East Asia & Pacific,Lower middle income
Samoa,2017,WSM,73.046,East Asia & Pacific,Lower middle income
South Africa,2017,ZAF,63.538,Sub-Saharan Africa,Upper middle income
Zambia,2017,ZMB,63.043,Sub-Saharan Africa,Low income
Zimbabwe,2017,ZWE,60.812,Sub-Saharan Africa,Lower middle income
Afghanistan,2018,AFG,64.486,South Asia,Low income
Angola,2018,AGO,60.782,Sub-Saharan Africa,Lower middle income
Albania,2018,ALB,78.458,Europe & Central Asia,Upper middle income
Andorra,2018,AND,,Europe & Central Asia,High income
United Arab Emirates,2018,ARE,77.814,Middle East & North Africa,High income
Argentina,2018,ARG,76.52,Latin America & Caribbean,Upper middle income
Armenia,2018,ARM,74.945,Europe & Central Asia,Upper middle income
American Samoa,2018,ASM,,East Asia & Pacific,Upper middle income
Antigua and Barbuda,2018,ATG,76.885,Latin America & Caribbean,High income
Australia,2018,AUS,82.7487804878049,East Asia & Pacific,High income
Austria,2018,AUT,81.69268292682928,Europe & Central Asia,High income
Azerbaijan,2018,AZE,72.864,Europe & Central Asia,Upper middle income
Burundi,2018,BDI,61.247,Sub-Saharan Africa,Low income
Belgium,2018,BEL,81.59512195121953,Europe & Central Asia,High income
Benin,2018,BEN,61.47,Sub-Saharan Africa,Lower middle income
Burkina Faso,2018,BFA,61.174,Sub-Saharan Africa,Low income
Bangladesh,2018,BGD,72.32,South Asia,Lower middle income
Bulgaria,2018,BGR,74.96341463414636,Europe & Central Asia,Upper middle income
Bahrain,2018,BHR,77.163,Middle East & North Africa,High income
Bosnia and Herzegovina,2018,BIH,77.262,Europe & Central Asia,Upper middle income
Belarus,2018,BLR,74.17560975609757,Europe & Central Asia,Upper middle income
Belize,2018,BLZ,74.496,Latin America & Caribbean,Upper middle income
Bermuda,2018,BMU,81.65170731707317,North America,High income
Bolivia,2018,BOL,71.239,Latin America & Caribbean,Lower middle income
Brazil,2018,BRA,75.672,Latin America & Caribbean,Upper middle income
Barbados,2018,BRB,79.081,Latin America & Caribbean,High income
Bhutan,2018,BTN,71.46,South Asia,Lower middle income
Botswana,2018,BWA,69.275,Sub-Saharan Africa,Upper middle income
Central African Republic,2018,CAF,52.805,Sub-Saharan Africa,Low income
Canada,2018,CAN,82.04878048780488,North America,High income
Switzerland,2018,CHE,83.75365853658538,Europe & Central Asia,High income
Chile,2018,CHL,80.042,Latin America & Caribbean,High income
China,2018,CHN,76.704,East Asia & Pacific,Upper middle income
